gene	canonical_gene	candidate_role	dentate_candidate_units	dentate_background_units	dentate_candidate_median_rank	dentate_background_median_rank	dentate_rank_delta_vs_background	dentate_rank_p_greater	cerebellar_candidate_units	cerebellar_background_units	cerebellar_candidate_median_rank	cerebellar_background_median_rank	cerebellar_rank_delta_vs_background	cerebellar_rank_p_greater	dentate_candidate_median_detection	cerebellar_candidate_median_detection	n_dentate_datasets_detected_5pct	n_cerebellar_datasets_detected_5pct	dentate_rank_p_adj_bh	cerebellar_rank_p_adj_bh	shared_positive_rank_delta	shared_strict_bh_0_10	combined_rank_delta	minimum_branch_detection
ARHGEF2	ARHGEF2	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.00021486327043911477	0.27331545639261523	0.3994924864796991	5	3	0.0758318298602499	0.006815655353197771	True	True	1.0	0.27331545639261523
UPF2	UPF2	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.009879767867540601	0.39021555367709215	0.2718828823055396	5	3	0.0758318298602499	0.04533132696218489	True	True	1.0	0.2718828823055396
UNC13A	UNC13A	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.0017167440604175456	0.6928111441204731	0.271118833072076	5	2	0.0758318298602499	0.01922337276925927	True	True	1.0	0.271118833072076
PGM2L1	PGM2L1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.00021486327043911477	0.6406822109610709	0.26580415586697714	5	3	0.0758318298602499	0.006815655353197771	True	True	1.0	0.26580415586697714
MPHOSPH9	MPHOSPH9	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.00021486327043911477	0.3988593793681856	0.2651812399090034	5	3	0.0758318298602499	0.006815655353197771	True	True	1.0	0.2651812399090034
GABRB3	GABRB3	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.0017167440604175456	0.97808686267149	0.26429755978197567	5	3	0.0758318298602499	0.01922337276925927	True	True	1.0	0.26429755978197567
PACSIN1	PACSIN1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.00021486327043911477	0.4741628563743948	0.2640533990697317	5	2	0.0758318298602499	0.006815655353197771	True	True	1.0	0.2640533990697317
DPM1	DPM1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.009879767867540601	0.48415444196766866	0.26322949178911775	5	3	0.0758318298602499	0.04533132696218489	True	True	1.0	0.26322949178911775
PDPK1	PDPK1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.009879767867540601	0.5162754287489683	0.26272778730740176	5	3	0.0758318298602499	0.04533132696218489	True	True	1.0	0.26272778730740176
WBP11	WBP11	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.009879767867540601	0.25974936141897353	0.4035364612223775	5	3	0.0758318298602499	0.04533132696218489	True	True	1.0	0.25974936141897353
ENOX1	ENOX1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.00021486327043911477	0.6331014541766141	0.25802945550574324	5	2	0.0758318298602499	0.006815655353197771	True	True	1.0	0.25802945550574324
EIF2A	EIF2A	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.009879767867540601	0.2577122959469083	0.42946271138119424	5	3	0.0758318298602499	0.04533132696218489	True	True	1.0	0.2577122959469083
SIPA1L3	SIPA1L3	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.0017167440604175456	0.8949590856467946	0.2515910516434634	5	2	0.0758318298602499	0.01922337276925927	True	True	1.0	0.2515910516434634
DTNB	DTNB	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.009879767867540601	0.943446994819491	0.246820033787141	5	3	0.0758318298602499	0.04533132696218489	True	True	1.0	0.246820033787141
QTRT1	QTRT1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.009879767867540601	0.24993557291428048	0.24522290896470084	5	3	0.0758318298602499	0.04533132696218489	True	True	1.0	0.24522290896470084
BCL7A	BCL7A	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.00021486327043911477	0.24447298120909877	0.5456663949996746	5	3	0.0758318298602499	0.006815655353197771	True	True	1.0	0.24447298120909877
MINPP1	MINPP1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.0017167440604175456	0.2477549093890124	0.2414396393686643	5	3	0.0758318298602499	0.01922337276925927	True	True	1.0	0.2414396393686643
MGAT5B	MGAT5B	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.00021486327043911477	0.24115174194236608	0.2858065263785752	5	2	0.0758318298602499	0.006815655353197771	True	True	1.0	0.24115174194236608
COG1	COG1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.00021486327043911477	0.238707609458072	0.2856879925162238	5	3	0.0758318298602499	0.006815655353197771	True	True	1.0	0.238707609458072
FLRT3	FLRT3	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.009879767867540601	0.5456666584408854	0.23823821775141324	5	3	0.0758318298602499	0.04533132696218489	True	True	1.0	0.23823821775141324
FGF9	FGF9	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.00021486327043911477	0.23808644696347764	0.2823455480963695	5	3	0.0758318298602499	0.006815655353197771	True	True	1.0	0.23808644696347764
ADD2	ADD2	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.009879767867540601	0.68180506717272	0.235678123020391	5	3	0.0758318298602499	0.04533132696218489	True	True	1.0	0.235678123020391
PCSK2	PCSK2	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.00021486327043911477	0.9021457023497246	0.2349191010252536	5	3	0.0758318298602499	0.006815655353197771	True	True	1.0	0.2349191010252536
CDC40	CDC40	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.0017167440604175456	0.5311083785710415	0.23343869347061674	5	3	0.0758318298602499	0.01922337276925927	True	True	1.0	0.23343869347061674
KCNJ6	KCNJ6	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.00021486327043911477	0.955949465906764	0.23175263065265697	4	3	0.0758318298602499	0.006815655353197771	True	True	1.0	0.23175263065265697
HPCAL1	HPCAL1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.0017167440604175456	0.23173804692423586	0.2498067822263469	5	3	0.0758318298602499	0.01922337276925927	True	True	1.0	0.23173804692423586
FRMD4B	FRMD4B	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.0017167440604175456	0.4251567011326901	0.23135248680141102	5	3	0.0758318298602499	0.01922337276925927	True	True	1.0	0.23135248680141102
IGFBP5	IGFBP5	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.009879767867540601	0.22976462088727595	0.39106807746720484	5	3	0.0758318298602499	0.04533132696218489	True	True	1.0	0.22976462088727595
BHLHE22	BHLHE22	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.00021486327043911477	0.227861283603481	0.47427963055354994	5	3	0.0758318298602499	0.006815655353197771	True	True	1.0	0.227861283603481
RFX3	RFX3	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.00021486327043911477	0.9930473985230899	0.2274856575616626	5	3	0.0758318298602499	0.006815655353197771	True	True	1.0	0.2274856575616626
MMP16	MMP16	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.0017167440604175456	0.8376666695106136	0.22642647022681836	5	3	0.0758318298602499	0.01922337276925927	True	True	1.0	0.22642647022681836
SLMAP	SLMAP	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.009879767867540601	0.5158425192819602	0.22529408810515258	5	3	0.0758318298602499	0.04533132696218489	True	True	1.0	0.22529408810515258
KCNJ3	KCNJ3	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.00021486327043911477	0.9184738669715378	0.22403000879405977	5	2	0.0758318298602499	0.006815655353197771	True	True	1.0	0.22403000879405977
TUBGCP2	TUBGCP2	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.009879767867540601	0.22339538657480415	0.2477645576837858	5	3	0.0758318298602499	0.04533132696218489	True	True	1.0	0.22339538657480415
DDI2	DDI2	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.0017167440604175456	0.2934194769977488	0.22295645506934886	4	2	0.0758318298602499	0.01922337276925927	True	True	1.0	0.22295645506934886
TSGA10	TSGA10	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.00021486327043911477	0.34980430528375733	0.21887324906850283	5	2	0.0758318298602499	0.006815655353197771	True	True	1.0	0.21887324906850283
AGTPBP1	AGTPBP1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.009879767867540601	0.6756484077713993	0.21783052430628044	5	3	0.0758318298602499	0.04533132696218489	True	True	1.0	0.21783052430628044
MAPK14	MAPK14	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.0017167440604175456	0.4937343915720419	0.2167083930378401	5	3	0.0758318298602499	0.01922337276925927	True	True	1.0	0.2167083930378401
MBNL2	MBNL2	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.009879767867540601	0.9141568834891816	0.21657487378927742	5	2	0.0758318298602499	0.04533132696218489	True	True	1.0	0.21657487378927742
HSPH1	HSPH1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.009879767867540601	0.45994802418924663	0.21622568554597316	5	3	0.0758318298602499	0.04533132696218489	True	True	1.0	0.21622568554597316
SLC29A4	SLC29A4	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.009879767867540601	0.3939745551944212	0.21138676888940974	5	3	0.0758318298602499	0.04533132696218489	True	True	1.0	0.21138676888940974
GSE1	GSE1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.0017167440604175456	0.20900179929217327	0.4833350925196691	5	3	0.0758318298602499	0.01922337276925927	True	True	1.0	0.20900179929217327
ZFHX2	ZFHX2	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.00021486327043911477	0.30370169505967193	0.20852152941842733	5	2	0.0758318298602499	0.006815655353197771	True	True	1.0	0.20852152941842733
GRIK2	GRIK2	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.00021486327043911477	0.9883129137942803	0.20663796576193635	5	3	0.0758318298602499	0.006815655353197771	True	True	1.0	0.20663796576193635
PITPNC1	PITPNC1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.00021486327043911477	0.4514680551785406	0.2056104854081967	5	3	0.0758318298602499	0.006815655353197771	True	True	1.0	0.2056104854081967
SMG1	SMG1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.009879767867540601	0.6354043405466832	0.204493679069176	5	3	0.0758318298602499	0.04533132696218489	True	True	1.0	0.204493679069176
SLC39A6	SLC39A6	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.00021486327043911477	0.20215227986598094	0.43148662153844264	5	3	0.0758318298602499	0.006815655353197771	True	True	1.0	0.20215227986598094
GPRIN1	GPRIN1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.00021486327043911477	0.23260151636249832	0.201768443279727	5	3	0.0758318298602499	0.006815655353197771	True	True	1.0	0.201768443279727
FOXN2	FOXN2	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.0017167440604175456	0.2996324330650074	0.20144519079215925	5	3	0.0758318298602499	0.01922337276925927	True	True	1.0	0.20144519079215925
SESN1	SESN1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.009879767867540601	0.443516255456362	0.19882642577567775	5	3	0.0758318298602499	0.04533132696218489	True	True	1.0	0.19882642577567775
FKBP5	FKBP5	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.009879767867540601	0.5561438321484017	0.19765580858651688	5	3	0.0758318298602499	0.04533132696218489	True	True	1.0	0.19765580858651688
TTC39C	TTC39C	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.009879767867540601	0.7445559311995656	0.19656391904049358	5	2	0.0758318298602499	0.04533132696218489	True	True	1.0	0.19656391904049358
AHDC1	AHDC1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.00021486327043911477	0.2890348604088675	0.19547058287580377	5	3	0.0758318298602499	0.006815655353197771	True	True	1.0	0.19547058287580377
GRIN2B	GRIN2B	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.00021486327043911477	0.9949636926225369	0.1942309241739206	5	3	0.0758318298602499	0.006815655353197771	True	True	1.0	0.1942309241739206
MBTPS2	MBTPS2	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.00021486327043911477	0.19068807446733868	0.2653179359156278	5	3	0.0758318298602499	0.006815655353197771	True	True	1.0	0.19068807446733868
EEFSEC	EEFSEC	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.009879767867540601	0.24165919987865883	0.19026416650259753	5	3	0.0758318298602499	0.04533132696218489	True	True	1.0	0.19026416650259753
MAP3K4	MAP3K4	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.009879767867540601	0.5637927843446932	0.1883686538249886	5	2	0.0758318298602499	0.04533132696218489	True	True	1.0	0.1883686538249886
RCC2	RCC2	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.0017167440604175456	0.1879483665771696	0.26401615577753	5	3	0.0758318298602499	0.01922337276925927	True	True	1.0	0.1879483665771696
IRAK1BP1	IRAK1BP1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.009879767867540601	0.5549278206265784	0.17973588329424986	5	3	0.0758318298602499	0.04533132696218489	True	True	1.0	0.17973588329424986
ACP1	ACP1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.009879767867540601	0.17833920799691427	0.5873104657901016	5	3	0.0758318298602499	0.04533132696218489	True	True	1.0	0.17833920799691427
ADARB1	ADARB1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.009879767867540601	0.6567038530260687	0.1761528274286731	5	3	0.0758318298602499	0.04533132696218489	True	True	1.0	0.1761528274286731
BCAS3	BCAS3	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.009879767867540601	0.759657265811112	0.17543451856985334	5	2	0.0758318298602499	0.04533132696218489	True	True	1.0	0.17543451856985334
MAML3	MAML3	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.00021486327043911477	0.7615164437460038	0.17540241437866014	5	3	0.0758318298602499	0.006815655353197771	True	True	1.0	0.17540241437866014
KLHL29	KLHL29	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.00021486327043911477	0.7579520272437874	0.17484070784167272	4	3	0.0758318298602499	0.006815655353197771	True	True	1.0	0.17484070784167272
KCND3	KCND3	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.009879767867540601	0.7664204742795211	0.1732174548491492	5	3	0.0758318298602499	0.04533132696218489	True	True	1.0	0.1732174548491492
YTHDF1	YTHDF1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.0017167440604175456	0.18371252387920323	0.1724805647621447	5	3	0.0758318298602499	0.01922337276925927	True	True	1.0	0.1724805647621447
ARPP21	ARPP21	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.0017167440604175456	0.9138775510204082	0.17194123260021008	5	3	0.0758318298602499	0.01922337276925927	True	True	1.0	0.17194123260021008
CYP7B1	CYP7B1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.0017167440604175456	0.592840299556282	0.1714470366307172	5	2	0.0758318298602499	0.01922337276925927	True	True	1.0	0.1714470366307172
FBXO34	FBXO34	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.009879767867540601	0.8057998600778105	0.17081181912125698	5	3	0.0758318298602499	0.04533132696218489	True	True	1.0	0.17081181912125698
AP3B1	AP3B1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.009879767867540601	0.5054543958506381	0.16873027881336827	5	3	0.0758318298602499	0.04533132696218489	True	True	1.0	0.16873027881336827
TIAM1	TIAM1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.009879767867540601	0.9845652173913043	0.16816473363252515	5	3	0.0758318298602499	0.04533132696218489	True	True	1.0	0.16816473363252515
CALM2	CALM2	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.009879767867540601	0.16733237403598453	0.9855339263524212	5	3	0.0758318298602499	0.04533132696218489	True	True	1.0	0.16733237403598453
HCFC2	HCFC2	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.0017167440604175456	0.2721691915434059	0.1670855281371904	5	2	0.0758318298602499	0.01922337276925927	True	True	1.0	0.1670855281371904
ANKS3	ANKS3	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.009879767867540601	0.26189950345039276	0.16498737295923013	5	3	0.0758318298602499	0.04533132696218489	True	True	1.0	0.16498737295923013
ELMO2	ELMO2	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.0017167440604175456	0.3727636006938463	0.16340189664599084	5	3	0.0758318298602499	0.01922337276925927	True	True	1.0	0.16340189664599084
DGKD	DGKD	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.009879767867540601	0.5588989006282381	0.16254558646120837	5	3	0.0758318298602499	0.04533132696218489	True	True	1.0	0.16254558646120837
CPNE1	CPNE1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.009879767867540601	0.22255520101016996	0.16086410373484888	4	2	0.0758318298602499	0.04533132696218489	True	True	1.0	0.16086410373484888
DDIT4	DDIT4	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.00021486327043911477	0.16032518587839978	0.38665798647786476	5	2	0.0758318298602499	0.006815655353197771	True	True	1.0	0.16032518587839978
RNF19A	RNF19A	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.0017167440604175456	0.447065945160651	0.152947057139721	5	3	0.0758318298602499	0.01922337276925927	True	True	1.0	0.152947057139721
NECAB3	NECAB3	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.00021486327043911477	0.1528403754524213	0.23857833105573795	5	3	0.0758318298602499	0.006815655353197771	True	True	1.0	0.1528403754524213
PPP1R9B	PPP1R9B	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.009879767867540601	0.16617029607914177	0.15050152600671537	5	2	0.0758318298602499	0.04533132696218489	True	True	1.0	0.15050152600671537
CCPG1	CCPG1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.009879767867540601	0.7423784158173541	0.14948088060899678	5	3	0.0758318298602499	0.04533132696218489	True	True	1.0	0.14948088060899678
CHRD	CHRD	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.0017167440604175456	0.2750935684876201	0.14573396580116788	5	2	0.0758318298602499	0.01922337276925927	True	True	1.0	0.14573396580116788
MED14	MED14	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.009879767867540601	0.287968846191895	0.1441718250291978	5	2	0.0758318298602499	0.04533132696218489	True	True	1.0	0.1441718250291978
CNKSR2	CNKSR2	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.009879767867540601	0.9743933075043802	0.14310061665272225	5	3	0.0758318298602499	0.04533132696218489	True	True	1.0	0.14310061665272225
PLEKHA6	PLEKHA6	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.00021486327043911477	0.49368286375448267	0.14211943252135206	5	2	0.0758318298602499	0.006815655353197771	True	True	1.0	0.14211943252135206
CBFA2T3	CBFA2T3	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.00021486327043911477	0.14184523293336748	0.319900299342883	5	3	0.0758318298602499	0.006815655353197771	True	True	1.0	0.14184523293336748
KCND2	KCND2	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.0017167440604175456	0.9546176882124087	0.1401355119703795	5	3	0.0758318298602499	0.01922337276925927	True	True	1.0	0.1401355119703795
GABRA2	GABRA2	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.00021486327043911477	0.6981018675508139	0.13737816779821754	5	3	0.0758318298602499	0.006815655353197771	True	True	1.0	0.13737816779821754
STXBP5L	STXBP5L	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.00021486327043911477	0.9969189816394786	0.13601093049065965	5	3	0.0758318298602499	0.006815655353197771	True	True	1.0	0.13601093049065965
PCSK5	PCSK5	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.00021486327043911477	0.6674856254472769	0.1358241348749144	5	3	0.0758318298602499	0.006815655353197771	True	True	1.0	0.1358241348749144
SSX2IP	SSX2IP	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.009879767867540601	0.6347369633472117	0.13503922571825344	5	3	0.0758318298602499	0.04533132696218489	True	True	1.0	0.13503922571825344
