dataset	cell_id	species	region	platform	curated_group	developmental_stage	postnatal_day	Leiden	louvain	nGene	nCounts	percent_mito	count_matrix_present	gene_identifier_status	promotion_status	source_note	geo_accession	title	maturation_state	activity_state	timepoint	cell_state	cell_type	sex	mouseid	treatment	projection_label	quality_control
GSE292261	20210412_Blanca_Plate1_H1-E1	mouse	dentate_gyrus	Smart-seq2	DG_P5_Leiden2	DG_P5	5	2.0	DG_P5	4785.0	921553.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	20210412_Blanca_Plate1_H10-E1	mouse	dentate_gyrus	Smart-seq2	DG_P5_Leiden2	DG_P5	5	2.0	DG_P5	4776.0	1018439.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	20210412_Blanca_Plate1_H11-E1	mouse	dentate_gyrus	Smart-seq2	DG_P5_Leiden1	DG_P5	5	1.0	DG_P5	5363.0	761980.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	20210412_Blanca_Plate1_H2-E1	mouse	dentate_gyrus	Smart-seq2	DG_P5_Leiden2	DG_P5	5	2.0	DG_P5	4014.0	825777.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	20210412_Blanca_Plate1_H3-E1	mouse	dentate_gyrus	Smart-seq2	DG_P5_Leiden2	DG_P5	5	2.0	DG_P5	5069.0	997621.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	20210412_Blanca_Plate1_H4-E1	mouse	dentate_gyrus	Smart-seq2	DG_P5_Leiden2	DG_P5	5	2.0	DG_P5	4349.0	1012858.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	20210412_Blanca_Plate1_H5-E1	mouse	dentate_gyrus	Smart-seq2	DG_P5_Leiden2	DG_P5	5	2.0	DG_P5	4492.0	1078864.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	20210412_Blanca_Plate1_H6-E1	mouse	dentate_gyrus	Smart-seq2	DG_P5_Leiden2	DG_P5	5	2.0	DG_P5	4675.0	1016784.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	20210412_Blanca_Plate1_H7-E1	mouse	dentate_gyrus	Smart-seq2	DG_P5_Leiden2	DG_P5	5	2.0	DG_P5	4637.0	1085131.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	20210412_Blanca_Plate1_H8-E1	mouse	dentate_gyrus	Smart-seq2	DG_P5_Leiden2	DG_P5	5	2.0	DG_P5	3695.0	750303.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	20210412_Blanca_Plate1_H9-E1	mouse	dentate_gyrus	Smart-seq2	DG_P5_Leiden1	DG_P5	5	1.0	DG_P5	5040.0	1002107.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	20210417_Blanca_Plate3_A1-E1	mouse	dentate_gyrus	Smart-seq2	DG_P10_Leiden1	DG_P10	10	1.0	DG_P10	3538.0	241545.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	20210417_Blanca_Plate3_A10-E1	mouse	dentate_gyrus	Smart-seq2	DG_P10_Leiden4	DG_P10	10	4.0	DG_P10	4423.0	549294.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	20210417_Blanca_Plate3_A11-E1	mouse	dentate_gyrus	Smart-seq2	DG_P10_Leiden1	DG_P10	10	1.0	DG_P10	4694.0	347009.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	20210417_Blanca_Plate3_A12-E1	mouse	dentate_gyrus	Smart-seq2	DG_P10_Leiden4	DG_P10	10	4.0	DG_P10	4725.0	483809.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	20210417_Blanca_Plate3_A2-E1	mouse	dentate_gyrus	Smart-seq2	DG_P10_Leiden4	DG_P10	10	4.0	DG_P10	3698.0	312785.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	20210417_Blanca_Plate3_A3-E1	mouse	dentate_gyrus	Smart-seq2	DG_P10_Leiden5	DG_P10	10	5.0	DG_P10	4443.0	392485.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	20210417_Blanca_Plate3_A4-E1	mouse	dentate_gyrus	Smart-seq2	DG_P10_Leiden4	DG_P10	10	4.0	DG_P10	5217.0	414670.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	20210417_Blanca_Plate3_A5-E1	mouse	dentate_gyrus	Smart-seq2	DG_P10_Leiden5	DG_P10	10	5.0	DG_P10	5105.0	431899.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	20210417_Blanca_Plate3_A6-E1	mouse	dentate_gyrus	Smart-seq2	DG_P10_Leiden4	DG_P10	10	4.0	DG_P10	5546.0	501374.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	20210417_Blanca_Plate3_A7-E1	mouse	dentate_gyrus	Smart-seq2	DG_P10_Leiden5	DG_P10	10	5.0	DG_P10	5145.0	480900.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	20210417_Blanca_Plate3_A8-E1	mouse	dentate_gyrus	Smart-seq2	DG_P10_Leiden4	DG_P10	10	4.0	DG_P10	4604.0	377426.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	20210417_Blanca_Plate3_A9-E1	mouse	dentate_gyrus	Smart-seq2	DG_P10_Leiden4	DG_P10	10	4.0	DG_P10	4953.0	497982.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	20210417_Blanca_Plate3_B10-E1	mouse	dentate_gyrus	Smart-seq2	DG_P10_Leiden4	DG_P10	10	4.0	DG_P10	5482.0	499500.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	20210417_Blanca_Plate3_B11-E1	mouse	dentate_gyrus	Smart-seq2	DG_P10_Leiden1	DG_P10	10	1.0	DG_P10	4993.0	500513.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	20210417_Blanca_Plate3_B12-E1	mouse	dentate_gyrus	Smart-seq2	DG_P10_Leiden1	DG_P10	10	1.0	DG_P10	3442.0	279729.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	20210417_Blanca_Plate3_B2-E1	mouse	dentate_gyrus	Smart-seq2	DG_P10_Leiden1	DG_P10	10	1.0	DG_P10	4407.0	504765.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	20210417_Blanca_Plate3_B3-E1	mouse	dentate_gyrus	Smart-seq2	DG_P10_Leiden4	DG_P10	10	4.0	DG_P10	5281.0	555947.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	20210417_Blanca_Plate3_B4-E1	mouse	dentate_gyrus	Smart-seq2	DG_P10_Leiden4	DG_P10	10	4.0	DG_P10	5779.0	580049.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	20210417_Blanca_Plate3_B5-E1	mouse	dentate_gyrus	Smart-seq2	DG_P10_Leiden4	DG_P10	10	4.0	DG_P10	5090.0	550981.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	20210417_Blanca_Plate3_B6-E1	mouse	dentate_gyrus	Smart-seq2	DG_P10_Leiden4	DG_P10	10	4.0	DG_P10	5488.0	549778.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	20210417_Blanca_Plate3_B7-E1	mouse	dentate_gyrus	Smart-seq2	DG_P10_Leiden4	DG_P10	10	4.0	DG_P10	5452.0	492054.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	20210417_Blanca_Plate3_B8-E1	mouse	dentate_gyrus	Smart-seq2	DG_P10_Leiden4	DG_P10	10	4.0	DG_P10	4918.0	523000.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	20210417_Blanca_Plate3_B9-E1	mouse	dentate_gyrus	Smart-seq2	DG_P10_Leiden5	DG_P10	10	5.0	DG_P10	4394.0	498676.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	20210417_Blanca_Plate3_C10-E1	mouse	dentate_gyrus	Smart-seq2	DG_P10_Leiden5	DG_P10	10	5.0	DG_P10	5125.0	470638.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	20210417_Blanca_Plate3_C11-E1	mouse	dentate_gyrus	Smart-seq2	DG_P10_Leiden1	DG_P10	10	1.0	DG_P10	5180.0	456473.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	20210417_Blanca_Plate3_C12-E1	mouse	dentate_gyrus	Smart-seq2	DG_P10_Leiden1	DG_P10	10	1.0	DG_P10	4456.0	378902.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	20210417_Blanca_Plate3_C2-E1	mouse	dentate_gyrus	Smart-seq2	DG_P10_Leiden4	DG_P10	10	4.0	DG_P10	5368.0	428596.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	20210417_Blanca_Plate3_C3-E1	mouse	dentate_gyrus	Smart-seq2	DG_P10_Leiden5	DG_P10	10	5.0	DG_P10	6827.0	610593.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	20210417_Blanca_Plate3_C4-E1	mouse	dentate_gyrus	Smart-seq2	DG_P10_Leiden4	DG_P10	10	4.0	DG_P10	5203.0	645972.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	20210417_Blanca_Plate3_C5-E1	mouse	dentate_gyrus	Smart-seq2	DG_P10_Leiden4	DG_P10	10	4.0	DG_P10	4986.0	273007.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	20210417_Blanca_Plate3_C6-E1	mouse	dentate_gyrus	Smart-seq2	DG_P10_Leiden4	DG_P10	10	4.0	DG_P10	5100.0	439597.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	20210417_Blanca_Plate3_C7-E1	mouse	dentate_gyrus	Smart-seq2	DG_P10_Leiden4	DG_P10	10	4.0	DG_P10	4895.0	399310.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	20210417_Blanca_Plate3_C8-E1	mouse	dentate_gyrus	Smart-seq2	DG_P10_Leiden1	DG_P10	10	1.0	DG_P10	5188.0	479993.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	20210417_Blanca_Plate3_C9-E1	mouse	dentate_gyrus	Smart-seq2	DG_P10_Leiden4	DG_P10	10	4.0	DG_P10	5300.0	583877.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	20210417_Blanca_Plate3_D1-E1	mouse	dentate_gyrus	Smart-seq2	DG_P10_Leiden1	DG_P10	10	1.0	DG_P10	7843.0	420484.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	20210417_Blanca_Plate3_D10-E1	mouse	dentate_gyrus	Smart-seq2	DG_P10_Leiden5	DG_P10	10	5.0	DG_P10	4134.0	285654.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	20210417_Blanca_Plate3_D11-E1	mouse	dentate_gyrus	Smart-seq2	DG_P10_Leiden1	DG_P10	10	1.0	DG_P10	4653.0	392989.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	20210417_Blanca_Plate3_D12-E1	mouse	dentate_gyrus	Smart-seq2	DG_P10_Leiden1	DG_P10	10	1.0	DG_P10	4299.0	374772.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	20210417_Blanca_Plate3_D2-E1	mouse	dentate_gyrus	Smart-seq2	DG_P10_Leiden1	DG_P10	10	1.0	DG_P10	4539.0	379119.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	20210417_Blanca_Plate3_D3-E1	mouse	dentate_gyrus	Smart-seq2	DG_P10_Leiden1	DG_P10	10	1.0	DG_P10	4971.0	414655.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
