feature_row_1based	feature_id	feature_name	feature_type	feature_chrom	feature_start	feature_end	linked_gene	best_priority	model_terms_supported	target_sets	peak_category	selection_reason
36258	ENSG00000134595	SOX3	Gene Expression	chrX	140505115	140505116	SOX3	medium_high	FatePolarity	deep_neural_progenitor		target_gene_expression_row
36381	ENSG00000198910	L1CAM	Gene Expression	chrX	153875846	153886173	L1CAM	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_morphology;downstream_neurite_synapse_construction		target_gene_expression_row
36812	chr1:2437722-2438634	chr1:2437722-2438634	Peaks	chr1	2437722	2438634	HES5	high	FatePolarity;NicheSignal	deep_neural_progenitor;shared_neurogenic_niche_state	distal_100kb	distal_context_peak
36813	chr1:2443513-2444320	chr1:2443513-2444320	Peaks	chr1	2443513	2444320	HES5	high	FatePolarity;NicheSignal	deep_neural_progenitor;shared_neurogenic_niche_state	distal_100kb	distal_context_peak
36814	chr1:2446190-2447039	chr1:2446190-2447039	Peaks	chr1	2446190	2447039	HES5	high	FatePolarity;NicheSignal	deep_neural_progenitor;shared_neurogenic_niche_state	distal_100kb	distal_context_peak
36815	chr1:2449505-2450386	chr1:2449505-2450386	Peaks	chr1	2449505	2450386	HES5	high	FatePolarity;NicheSignal	deep_neural_progenitor;shared_neurogenic_niche_state	distal_100kb	distal_context_peak
36816	chr1:2452361-2453231	chr1:2452361-2453231	Peaks	chr1	2452361	2453231	HES5	high	FatePolarity;NicheSignal	deep_neural_progenitor;shared_neurogenic_niche_state	distal_100kb	distal_context_peak
36817	chr1:2459606-2460457	chr1:2459606-2460457	Peaks	chr1	2459606	2460457	HES5	high	FatePolarity;NicheSignal	deep_neural_progenitor;shared_neurogenic_niche_state	distal_100kb	distal_context_peak
36818	chr1:2466973-2467837	chr1:2466973-2467837	Peaks	chr1	2466973	2467837	HES5	high	FatePolarity;NicheSignal	deep_neural_progenitor;shared_neurogenic_niche_state	distal_100kb	distal_context_peak
36819	chr1:2493286-2494189	chr1:2493286-2494189	Peaks	chr1	2493286	2494189	HES5	high	FatePolarity;NicheSignal	deep_neural_progenitor;shared_neurogenic_niche_state	distal_100kb	distal_context_peak
36820	chr1:2525959-2526862	chr1:2525959-2526862	Peaks	chr1	2525959	2526862	HES5	high	FatePolarity;NicheSignal	deep_neural_progenitor;shared_neurogenic_niche_state	proximal_10kb	proximal_peak
36821	chr1:2543339-2544218	chr1:2543339-2544218	Peaks	chr1	2543339	2544218	HES5	high	FatePolarity;NicheSignal	deep_neural_progenitor;shared_neurogenic_niche_state	distal_100kb	distal_context_peak
36822	chr1:2545795-2546621	chr1:2545795-2546621	Peaks	chr1	2545795	2546621	HES5	high	FatePolarity;NicheSignal	deep_neural_progenitor;shared_neurogenic_niche_state	distal_100kb	distal_context_peak
36823	chr1:2548001-2548490	chr1:2548001-2548490	Peaks	chr1	2548001	2548490	HES5	high	FatePolarity;NicheSignal	deep_neural_progenitor;shared_neurogenic_niche_state	distal_100kb	distal_context_peak
36824	chr1:2548598-2549209	chr1:2548598-2549209	Peaks	chr1	2548598	2549209	HES5	high	FatePolarity;NicheSignal	deep_neural_progenitor;shared_neurogenic_niche_state	distal_100kb	distal_context_peak
36825	chr1:2575604-2576504	chr1:2575604-2576504	Peaks	chr1	2575604	2576504	HES5	high	FatePolarity;NicheSignal	deep_neural_progenitor;shared_neurogenic_niche_state	distal_100kb	distal_context_peak
36826	chr1:2577951-2578848	chr1:2577951-2578848	Peaks	chr1	2577951	2578848	HES5	high	FatePolarity;NicheSignal	deep_neural_progenitor;shared_neurogenic_niche_state	distal_100kb	distal_context_peak
36827	chr1:2584963-2585655	chr1:2584963-2585655	Peaks	chr1	2584963	2585655	HES5	high	FatePolarity;NicheSignal	deep_neural_progenitor;shared_neurogenic_niche_state	distal_100kb	distal_context_peak
36828	chr1:2586209-2587092	chr1:2586209-2587092	Peaks	chr1	2586209	2587092	HES5	high	FatePolarity;NicheSignal	deep_neural_progenitor;shared_neurogenic_niche_state	distal_100kb	distal_context_peak
36829	chr1:2610312-2610835	chr1:2610312-2610835	Peaks	chr1	2610312	2610835	HES5	high	FatePolarity;NicheSignal	deep_neural_progenitor;shared_neurogenic_niche_state	distal_100kb	distal_context_peak
36923	chr1:3801087-3801987	chr1:3801087-3801987	Peaks	chr1	3801087	3801987	C1ORF174	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	distal_100kb	distal_context_peak
36924	chr1:3827510-3828429	chr1:3827510-3828429	Peaks	chr1	3827510	3828429	C1ORF174	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	distal_100kb	distal_context_peak
36925	chr1:3856800-3857718	chr1:3856800-3857718	Peaks	chr1	3856800	3857718	C1ORF174	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	distal_100kb	distal_context_peak
36926	chr1:3858231-3858919	chr1:3858231-3858919	Peaks	chr1	3858231	3858919	C1ORF174	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	distal_100kb	distal_context_peak
36927	chr1:3863147-3864005	chr1:3863147-3864005	Peaks	chr1	3863147	3864005	C1ORF174	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	distal_100kb	distal_context_peak
36928	chr1:3880397-3881263	chr1:3880397-3881263	Peaks	chr1	3880397	3881263	C1ORF174	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	distal_100kb	distal_context_peak
36929	chr1:3891189-3891858	chr1:3891189-3891858	Peaks	chr1	3891189	3891858	C1ORF174	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	proximal_10kb	proximal_peak
36930	chr1:3892600-3893399	chr1:3892600-3893399	Peaks	chr1	3892600	3893399	C1ORF174	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	proximal_10kb	proximal_peak
36931	chr1:3900268-3901050	chr1:3900268-3901050	Peaks	chr1	3900268	3901050	C1ORF174	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	gene_body_overlap	gene_body_peak
36932	chr1:3910530-3911420	chr1:3910530-3911420	Peaks	chr1	3910530	3911420	C1ORF174	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	distal_100kb	distal_context_peak
36933	chr1:3927649-3928208	chr1:3927649-3928208	Peaks	chr1	3927649	3928208	C1ORF174	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	distal_100kb	distal_context_peak
36934	chr1:3928380-3929267	chr1:3928380-3929267	Peaks	chr1	3928380	3929267	C1ORF174	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	distal_100kb	distal_context_peak
38535	chr1:26377972-26378887	chr1:26377972-26378887	Peaks	chr1	26377972	26378887	HMGN2	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	distal_100kb	distal_context_peak
38536	chr1:26391217-26392112	chr1:26391217-26392112	Peaks	chr1	26391217	26392112	HMGN2	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	distal_100kb	distal_context_peak
38537	chr1:26408249-26409108	chr1:26408249-26409108	Peaks	chr1	26408249	26409108	HMGN2	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	distal_100kb	distal_context_peak
38538	chr1:26416782-26417693	chr1:26416782-26417693	Peaks	chr1	26416782	26417693	HMGN2	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	distal_100kb	distal_context_peak
38539	chr1:26431757-26432677	chr1:26431757-26432677	Peaks	chr1	26431757	26432677	HMGN2	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	distal_100kb	distal_context_peak
38540	chr1:26472181-26472619	chr1:26472181-26472619	Peaks	chr1	26472181	26472619	HMGN2	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	gene_body_overlap	gene_body_peak
38541	chr1:26472730-26473363	chr1:26472730-26473363	Peaks	chr1	26472730	26473363	HMGN2	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	gene_edge_2kb	gene_edge_peak
38542	chr1:26500213-26500648	chr1:26500213-26500648	Peaks	chr1	26500213	26500648	HMGN2	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	distal_100kb	distal_context_peak
38543	chr1:26500746-26501255	chr1:26500746-26501255	Peaks	chr1	26500746	26501255	HMGN2	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	distal_100kb	distal_context_peak
38544	chr1:26529380-26530234	chr1:26529380-26530234	Peaks	chr1	26529380	26530234	HMGN2	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	distal_100kb	distal_context_peak
38545	chr1:26537742-26538596	chr1:26537742-26538596	Peaks	chr1	26537742	26538596	HMGN2	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	distal_100kb	distal_context_peak
38546	chr1:26541884-26542690	chr1:26541884-26542690	Peaks	chr1	26541884	26542690	HMGN2	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	distal_100kb	distal_context_peak
38547	chr1:26545413-26546264	chr1:26545413-26546264	Peaks	chr1	26545413	26546264	HMGN2	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	distal_100kb	distal_context_peak
38548	chr1:26555263-26556178	chr1:26555263-26556178	Peaks	chr1	26555263	26556178	HMGN2	medium	EpigenomicCompatibility	shared_postmitotic_granule_maturation	distal_100kb	distal_context_peak
40600	chr1:60833026-60833928	chr1:60833026-60833928	Peaks	chr1	60833026	60833928	NFIA	highest	ConstructionBalance;EpigenomicCompatibility	Tier 1 core convergent program;shared_postmitotic_granule_maturation	distal_100kb	distal_context_peak
40601	chr1:60858185-60859043	chr1:60858185-60859043	Peaks	chr1	60858185	60859043	NFIA	highest	ConstructionBalance;EpigenomicCompatibility	Tier 1 core convergent program;shared_postmitotic_granule_maturation	proximal_10kb	proximal_peak
40602	chr1:60860803-60861729	chr1:60860803-60861729	Peaks	chr1	60860803	60861729	NFIA	highest	ConstructionBalance;EpigenomicCompatibility	Tier 1 core convergent program;shared_postmitotic_granule_maturation	proximal_10kb	proximal_peak
40603	chr1:60865079-60866006	chr1:60865079-60866006	Peaks	chr1	60865079	60866006	NFIA	highest	ConstructionBalance;EpigenomicCompatibility	Tier 1 core convergent program;shared_postmitotic_granule_maturation	gene_body_overlap	tier1_core_peak
40604	chr1:60886671-60887586	chr1:60886671-60887586	Peaks	chr1	60886671	60887586	NFIA	highest	ConstructionBalance;EpigenomicCompatibility	Tier 1 core convergent program;shared_postmitotic_granule_maturation	gene_body_overlap	tier1_core_peak
40605	chr1:60890371-60891241	chr1:60890371-60891241	Peaks	chr1	60890371	60891241	NFIA	highest	ConstructionBalance;EpigenomicCompatibility	Tier 1 core convergent program;shared_postmitotic_granule_maturation	gene_body_overlap	tier1_core_peak
40606	chr1:60896695-60897566	chr1:60896695-60897566	Peaks	chr1	60896695	60897566	NFIA	highest	ConstructionBalance;EpigenomicCompatibility	Tier 1 core convergent program;shared_postmitotic_granule_maturation	gene_body_overlap	tier1_core_peak
40607	chr1:60903418-60904199	chr1:60903418-60904199	Peaks	chr1	60903418	60904199	NFIA	highest	ConstructionBalance;EpigenomicCompatibility	Tier 1 core convergent program;shared_postmitotic_granule_maturation	gene_body_overlap	tier1_core_peak
40608	chr1:60904334-60905009	chr1:60904334-60905009	Peaks	chr1	60904334	60905009	NFIA	highest	ConstructionBalance;EpigenomicCompatibility	Tier 1 core convergent program;shared_postmitotic_granule_maturation	gene_body_overlap	tier1_core_peak
40609	chr1:60911718-60912626	chr1:60911718-60912626	Peaks	chr1	60911718	60912626	NFIA	highest	ConstructionBalance;EpigenomicCompatibility	Tier 1 core convergent program;shared_postmitotic_granule_maturation	gene_body_overlap	tier1_core_peak
40610	chr1:60922041-60922941	chr1:60922041-60922941	Peaks	chr1	60922041	60922941	NFIA	highest	ConstructionBalance;EpigenomicCompatibility	Tier 1 core convergent program;shared_postmitotic_granule_maturation	gene_body_overlap	tier1_core_peak
40611	chr1:60924992-60925805	chr1:60924992-60925805	Peaks	chr1	60924992	60925805	NFIA	highest	ConstructionBalance;EpigenomicCompatibility	Tier 1 core convergent program;shared_postmitotic_granule_maturation	gene_body_overlap	tier1_core_peak
40612	chr1:60936350-60937266	chr1:60936350-60937266	Peaks	chr1	60936350	60937266	NFIA	highest	ConstructionBalance;EpigenomicCompatibility	Tier 1 core convergent program;shared_postmitotic_granule_maturation	gene_body_overlap	tier1_core_peak
40613	chr1:60948113-60948914	chr1:60948113-60948914	Peaks	chr1	60948113	60948914	NFIA	highest	ConstructionBalance;EpigenomicCompatibility	Tier 1 core convergent program;shared_postmitotic_granule_maturation	gene_body_overlap	tier1_core_peak
40614	chr1:60962878-60963758	chr1:60962878-60963758	Peaks	chr1	60962878	60963758	NFIA	highest	ConstructionBalance;EpigenomicCompatibility	Tier 1 core convergent program;shared_postmitotic_granule_maturation	gene_body_overlap	tier1_core_peak
40615	chr1:60969693-60970435	chr1:60969693-60970435	Peaks	chr1	60969693	60970435	NFIA	highest	ConstructionBalance;EpigenomicCompatibility	Tier 1 core convergent program;shared_postmitotic_granule_maturation	gene_body_overlap	tier1_core_peak
40616	chr1:60970568-60971424	chr1:60970568-60971424	Peaks	chr1	60970568	60971424	NFIA	highest	ConstructionBalance;EpigenomicCompatibility	Tier 1 core convergent program;shared_postmitotic_granule_maturation	gene_body_overlap	tier1_core_peak
40617	chr1:61004141-61004936	chr1:61004141-61004936	Peaks	chr1	61004141	61004936	NFIA	highest	ConstructionBalance;EpigenomicCompatibility	Tier 1 core convergent program;shared_postmitotic_granule_maturation	gene_body_overlap	tier1_core_peak
40618	chr1:61005698-61006615	chr1:61005698-61006615	Peaks	chr1	61005698	61006615	NFIA	highest	ConstructionBalance;EpigenomicCompatibility	Tier 1 core convergent program;shared_postmitotic_granule_maturation	gene_body_overlap	tier1_core_peak
40619	chr1:61042814-61043636	chr1:61042814-61043636	Peaks	chr1	61042814	61043636	NFIA	highest	ConstructionBalance;EpigenomicCompatibility	Tier 1 core convergent program;shared_postmitotic_granule_maturation	gene_body_overlap	tier1_core_peak
40620	chr1:61049893-61050683	chr1:61049893-61050683	Peaks	chr1	61049893	61050683	NFIA	highest	ConstructionBalance;EpigenomicCompatibility	Tier 1 core convergent program;shared_postmitotic_granule_maturation	gene_body_overlap	tier1_core_peak
40621	chr1:61053634-61054492	chr1:61053634-61054492	Peaks	chr1	61053634	61054492	NFIA	highest	ConstructionBalance;EpigenomicCompatibility	Tier 1 core convergent program;shared_postmitotic_granule_maturation	gene_body_overlap	tier1_core_peak
40622	chr1:61056727-61057487	chr1:61056727-61057487	Peaks	chr1	61056727	61057487	NFIA	highest	ConstructionBalance;EpigenomicCompatibility	Tier 1 core convergent program;shared_postmitotic_granule_maturation	gene_body_overlap	tier1_core_peak
40623	chr1:61057608-61058025	chr1:61057608-61058025	Peaks	chr1	61057608	61058025	NFIA	highest	ConstructionBalance;EpigenomicCompatibility	Tier 1 core convergent program;shared_postmitotic_granule_maturation	gene_body_overlap	tier1_core_peak
40624	chr1:61076591-61077393	chr1:61076591-61077393	Peaks	chr1	61076591	61077393	NFIA	highest	ConstructionBalance;EpigenomicCompatibility	Tier 1 core convergent program;shared_postmitotic_granule_maturation	gene_body_overlap	tier1_core_peak
40625	chr1:61077743-61078535	chr1:61077743-61078535	Peaks	chr1	61077743	61078535	NFIA	highest	ConstructionBalance;EpigenomicCompatibility	Tier 1 core convergent program;shared_postmitotic_granule_maturation	gene_body_overlap	tier1_core_peak
40626	chr1:61081914-61082769	chr1:61081914-61082769	Peaks	chr1	61081914	61082769	NFIA	highest	ConstructionBalance;EpigenomicCompatibility	Tier 1 core convergent program;shared_postmitotic_granule_maturation	gene_body_overlap	tier1_core_peak
40627	chr1:61083185-61084103	chr1:61083185-61084103	Peaks	chr1	61083185	61084103	NFIA	highest	ConstructionBalance;EpigenomicCompatibility	Tier 1 core convergent program;shared_postmitotic_granule_maturation	gene_body_overlap	tier1_core_peak
40628	chr1:61088221-61088935	chr1:61088221-61088935	Peaks	chr1	61088221	61088935	NFIA	highest	ConstructionBalance;EpigenomicCompatibility	Tier 1 core convergent program;shared_postmitotic_granule_maturation	gene_body_overlap	tier1_core_peak
40629	chr1:61090258-61091147	chr1:61090258-61091147	Peaks	chr1	61090258	61091147	NFIA	highest	ConstructionBalance;EpigenomicCompatibility	Tier 1 core convergent program;shared_postmitotic_granule_maturation	gene_body_overlap	tier1_core_peak
40630	chr1:61101312-61102111	chr1:61101312-61102111	Peaks	chr1	61101312	61102111	NFIA	highest	ConstructionBalance;EpigenomicCompatibility	Tier 1 core convergent program;shared_postmitotic_granule_maturation	gene_body_overlap	tier1_core_peak
40631	chr1:61152459-61153361	chr1:61152459-61153361	Peaks	chr1	61152459	61153361	NFIA	highest	ConstructionBalance;EpigenomicCompatibility	Tier 1 core convergent program;shared_postmitotic_granule_maturation	gene_body_overlap	tier1_core_peak
40632	chr1:61157297-61157957	chr1:61157297-61157957	Peaks	chr1	61157297	61157957	NFIA	highest	ConstructionBalance;EpigenomicCompatibility	Tier 1 core convergent program;shared_postmitotic_granule_maturation	gene_body_overlap	tier1_core_peak
40633	chr1:61162156-61163090	chr1:61162156-61163090	Peaks	chr1	61162156	61163090	NFIA	highest	ConstructionBalance;EpigenomicCompatibility	Tier 1 core convergent program;shared_postmitotic_granule_maturation	gene_body_overlap	tier1_core_peak
