sample_accession	donor_id	feature_index_0based	feature_id	feature_name	gene	feature_chrom	feature_start	feature_end	best_priority	model_terms_supported	target_sets	feature_type	linked_gene	peak_category	selection_reason
GSM9558423	H187	28069	ENSG00000258947	TUBB3	TUBB3	chr16	89921850	89923366	high	EpigenomicCompatibility;NicheSignal	shared_neurogenic_niche_state;shared_postmitotic_granule_maturation	Gene Expression	TUBB3		target_gene_expression_row
GSM9558423	H187	17718	ENSG00000026025	VIM	VIM	chr10	17229277	17229278	high	FatePolarity;NicheSignal	deep_neural_progenitor;shared_neurogenic_niche_state	Gene Expression	VIM		target_gene_expression_row
GSM9558423	H187	21646	ENSG00000125084	WNT1	WNT1	chr12	48978321	48978453	medium_high	FatePolarity	hindbrain_rhombic_lip_pattern	Gene Expression	WNT1		target_gene_expression_row
GSM9558423	H187	3111	ENSG00000154342	WNT3A	WNT3A	chr1	228006997	228006998	high	FatePolarity	anterior_telencephalic_pattern;dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	Gene Expression	WNT3A		target_gene_expression_row
GSM9558423	H187	6593	ENSG00000114251	WNT5A	WNT5A	chr3	55481392	55489945	high	NicheSignal	shared_neurogenic_niche_state	Gene Expression	WNT5A		target_gene_expression_row
GSM9558423	H187	6085	ENSG00000154764	WNT7A	WNT7A	chr3	13880070	13880071	high	FatePolarity;NicheSignal	anterior_telencephalic_pattern;dentate_fate_wnt_prox1;medial_pallium_dentate_lineage;shared_neurogenic_niche_state	Gene Expression	WNT7A		target_gene_expression_row
GSM9558423	H187	6945	ENSG00000181722	ZBTB20	ZBTB20	chr3	114383640	115147271	high	FatePolarity	anterior_telencephalic_pattern;dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	Gene Expression	ZBTB20		target_gene_expression_row
GSM9558423	H187	7297	ENSG00000152977	ZIC1	ZIC1	chr3	147409364	147409365	high	FatePolarity	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern	Gene Expression	ZIC1		target_gene_expression_row
GSM9558423	H187	23524	ENSG00000043355	ZIC2	ZIC2	chr13	99981783	99981784	high	FatePolarity	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern	Gene Expression	ZIC2		target_gene_expression_row
GSM9558423	H187	36246	ENSG00000156925	ZIC3	ZIC3	chrX	137566126	137566518	high	FatePolarity	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern	Gene Expression	ZIC3		target_gene_expression_row
GSM9558423	H187	7051	ENSG00000163848	ZNF148	ZNF148	chr3	125375248	125375354	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	Gene Expression	ZNF148		target_gene_expression_row
GSM9558423	H187	31934	ENSG00000254004	ZNF260	ZNF260	chr19	36525298	36528271	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	Gene Expression	ZNF260		target_gene_expression_row
GSM9558423	H187	14116	ENSG00000198839	ZNF277	ZNF277	chr7	112206694	112206701	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	Gene Expression	ZNF277		target_gene_expression_row
GSM9558423	H187	25704	ENSG00000137871	ZNF280D	ZNF280D	chr15	56733493	56734086	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	Gene Expression	ZNF280D		target_gene_expression_row
GSM9558423	H187	2717	ENSG00000162702	ZNF281	ZNF281	chr1	200409991	200410056	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	Gene Expression	ZNF281		target_gene_expression_row
GSM9558423	H187	12282	ENSG00000188994	ZNF292	ZNF292	chr6	87152832	87155581	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	Gene Expression	ZNF292		target_gene_expression_row
GSM9558423	H187	13947	ENSG00000166526	ZNF3	ZNF3	chr7	100079166	100081764	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	Gene Expression	ZNF3		target_gene_expression_row
GSM9558423	H187	17922	ENSG00000169740	ZNF32	ZNF32	chr10	43648703	43648881	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	Gene Expression	ZNF32		target_gene_expression_row
GSM9558423	H187	24520	ENSG00000119725	ZNF410	ZNF410	chr14	73886616	73902206	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	Gene Expression	ZNF410		target_gene_expression_row
GSM9558423	H187	31765	ENSG00000198597	ZNF536	ZNF536	chr19	30372383	30372384	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	Gene Expression	ZNF536		target_gene_expression_row
GSM9558423	H187	15757	ENSG00000120963	ZNF706	ZNF706	chr8	101204700	101206064	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	Gene Expression	ZNF706		target_gene_expression_row
GSM9558423	H187	32067	ENSG00000197782	ZNF780A	ZNF780A	chr19	40090234	40090938	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	Gene Expression	ZNF780A		target_gene_expression_row
GSM9558423	H187	14220	ENSG00000048405	ZNF800	ZNF800	chr7	127392365	127392708	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	Gene Expression	ZNF800		target_gene_expression_row
GSM9558423	H187	27729	ENSG00000102984	ZNF821	ZNF821	chr16	71883508	71884204	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	Gene Expression	ZNF821		target_gene_expression_row
GSM9558423	H187	9013	ENSG00000151612	ZNF827	ZNF827	chr4	145938421	145938823	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	Gene Expression	ZNF827		target_gene_expression_row
GSM9558423	H187	130284	chr7:5429791-5430667	chr7:5429791-5430667	ACTB	chr7	5429791	5430667	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	ACTB	distal_100kb	distal_context_peak
GSM9558423	H187	130285	chr7:5445616-5446541	chr7:5445616-5446541	ACTB	chr7	5445616	5446541	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	ACTB	distal_100kb	distal_context_peak
GSM9558423	H187	130286	chr7:5450402-5451309	chr7:5450402-5451309	ACTB	chr7	5450402	5451309	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	ACTB	distal_100kb	distal_context_peak
GSM9558423	H187	130287	chr7:5457449-5458365	chr7:5457449-5458365	ACTB	chr7	5457449	5458365	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	ACTB	distal_100kb	distal_context_peak
GSM9558423	H187	130288	chr7:5470055-5470533	chr7:5470055-5470533	ACTB	chr7	5470055	5470533	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	ACTB	distal_100kb	distal_context_peak
GSM9558423	H187	130289	chr7:5470631-5471069	chr7:5470631-5471069	ACTB	chr7	5470631	5471069	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	ACTB	distal_100kb	distal_context_peak
GSM9558423	H187	130290	chr7:5477943-5478852	chr7:5477943-5478852	ACTB	chr7	5477943	5478852	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	ACTB	distal_100kb	distal_context_peak
GSM9558423	H187	130291	chr7:5486570-5487472	chr7:5486570-5487472	ACTB	chr7	5486570	5487472	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	ACTB	distal_100kb	distal_context_peak
GSM9558423	H187	130292	chr7:5490890-5491731	chr7:5490890-5491731	ACTB	chr7	5490890	5491731	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	ACTB	distal_100kb	distal_context_peak
GSM9558423	H187	130293	chr7:5492286-5493216	chr7:5492286-5493216	ACTB	chr7	5492286	5493216	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	ACTB	distal_100kb	distal_context_peak
GSM9558423	H187	130294	chr7:5494503-5495207	chr7:5494503-5495207	ACTB	chr7	5494503	5495207	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	ACTB	distal_100kb	distal_context_peak
GSM9558423	H187	130295	chr7:5495352-5496197	chr7:5495352-5496197	ACTB	chr7	5495352	5496197	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	ACTB	distal_100kb	distal_context_peak
GSM9558423	H187	130296	chr7:5506759-5507585	chr7:5506759-5507585	ACTB	chr7	5506759	5507585	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	ACTB	distal_100kb	distal_context_peak
GSM9558423	H187	130297	chr7:5513469-5514366	chr7:5513469-5514366	ACTB	chr7	5513469	5514366	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	ACTB	distal_100kb	distal_context_peak
GSM9558423	H187	130298	chr7:5529522-5530231	chr7:5529522-5530231	ACTB	chr7	5529522	5530231	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	ACTB	gene_edge_2kb	gene_edge_peak
GSM9558423	H187	130299	chr7:5530353-5531019	chr7:5530353-5531019	ACTB	chr7	5530353	5531019	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	ACTB	gene_body_overlap	gene_body_peak
GSM9558423	H187	130300	chr7:5541285-5542128	chr7:5541285-5542128	ACTB	chr7	5541285	5542128	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	ACTB	distal_100kb	distal_context_peak
GSM9558423	H187	130301	chr7:5545090-5545882	chr7:5545090-5545882	ACTB	chr7	5545090	5545882	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	ACTB	distal_100kb	distal_context_peak
GSM9558423	H187	130302	chr7:5546451-5547323	chr7:5546451-5547323	ACTB	chr7	5546451	5547323	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	ACTB	distal_100kb	distal_context_peak
GSM9558423	H187	130303	chr7:5554643-5555486	chr7:5554643-5555486	ACTB	chr7	5554643	5555486	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	ACTB	distal_100kb	distal_context_peak
GSM9558423	H187	130304	chr7:5555941-5556851	chr7:5555941-5556851	ACTB	chr7	5555941	5556851	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	ACTB	distal_100kb	distal_context_peak
GSM9558423	H187	130305	chr7:5557624-5558429	chr7:5557624-5558429	ACTB	chr7	5557624	5558429	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	ACTB	distal_100kb	distal_context_peak
GSM9558423	H187	130306	chr7:5558615-5559472	chr7:5558615-5559472	ACTB	chr7	5558615	5559472	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	ACTB	distal_100kb	distal_context_peak
GSM9558423	H187	130307	chr7:5561778-5562667	chr7:5561778-5562667	ACTB	chr7	5561778	5562667	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	ACTB	distal_100kb	distal_context_peak
GSM9558423	H187	130308	chr7:5563235-5564072	chr7:5563235-5564072	ACTB	chr7	5563235	5564072	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	ACTB	distal_100kb	distal_context_peak
GSM9558423	H187	130309	chr7:5569789-5570678	chr7:5569789-5570678	ACTB	chr7	5569789	5570678	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	ACTB	distal_100kb	distal_context_peak
GSM9558423	H187	130310	chr7:5585215-5585854	chr7:5585215-5585854	ACTB	chr7	5585215	5585854	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	ACTB	distal_100kb	distal_context_peak
GSM9558423	H187	130311	chr7:5586233-5587130	chr7:5586233-5587130	ACTB	chr7	5586233	5587130	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	ACTB	distal_100kb	distal_context_peak
GSM9558423	H187	130312	chr7:5592354-5593253	chr7:5592354-5593253	ACTB	chr7	5592354	5593253	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	ACTB	distal_100kb	distal_context_peak
GSM9558423	H187	130313	chr7:5629668-5630525	chr7:5629668-5630525	ACTB	chr7	5629668	5630525	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	ACTB	distal_100kb	distal_context_peak
GSM9558423	H187	82603	chr17:81416363-81417275	chr17:81416363-81417275	ACTG1	chr17	81416363	81417275	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	ACTG1	distal_100kb	distal_context_peak
GSM9558423	H187	82604	chr17:81419408-81420273	chr17:81419408-81420273	ACTG1	chr17	81419408	81420273	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	ACTG1	distal_100kb	distal_context_peak
GSM9558423	H187	82605	chr17:81420809-81421722	chr17:81420809-81421722	ACTG1	chr17	81420809	81421722	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	ACTG1	distal_100kb	distal_context_peak
GSM9558423	H187	82606	chr17:81427457-81428340	chr17:81427457-81428340	ACTG1	chr17	81427457	81428340	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	ACTG1	distal_100kb	distal_context_peak
GSM9558423	H187	82607	chr17:81429066-81429974	chr17:81429066-81429974	ACTG1	chr17	81429066	81429974	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	ACTG1	distal_100kb	distal_context_peak
GSM9558423	H187	82608	chr17:81432825-81433624	chr17:81432825-81433624	ACTG1	chr17	81432825	81433624	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	ACTG1	distal_100kb	distal_context_peak
GSM9558423	H187	82609	chr17:81461358-81462247	chr17:81461358-81462247	ACTG1	chr17	81461358	81462247	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	ACTG1	distal_100kb	distal_context_peak
GSM9558423	H187	82610	chr17:81463202-81464089	chr17:81463202-81464089	ACTG1	chr17	81463202	81464089	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	ACTG1	distal_100kb	distal_context_peak
GSM9558423	H187	82611	chr17:81470252-81471072	chr17:81470252-81471072	ACTG1	chr17	81470252	81471072	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	ACTG1	distal_100kb	distal_context_peak
GSM9558423	H187	82612	chr17:81471729-81472639	chr17:81471729-81472639	ACTG1	chr17	81471729	81472639	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	ACTG1	distal_100kb	distal_context_peak
GSM9558423	H187	82613	chr17:81481075-81481984	chr17:81481075-81481984	ACTG1	chr17	81481075	81481984	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	ACTG1	distal_100kb	distal_context_peak
GSM9558423	H187	82614	chr17:81483997-81484896	chr17:81483997-81484896	ACTG1	chr17	81483997	81484896	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	ACTG1	distal_100kb	distal_context_peak
GSM9558423	H187	82615	chr17:81487568-81488458	chr17:81487568-81488458	ACTG1	chr17	81487568	81488458	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	ACTG1	distal_100kb	distal_context_peak
GSM9558423	H187	82616	chr17:81493337-81494186	chr17:81493337-81494186	ACTG1	chr17	81493337	81494186	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	ACTG1	distal_100kb	distal_context_peak
GSM9558423	H187	82617	chr17:81494738-81495620	chr17:81494738-81495620	ACTG1	chr17	81494738	81495620	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	ACTG1	distal_100kb	distal_context_peak
GSM9558423	H187	82618	chr17:81498844-81499752	chr17:81498844-81499752	ACTG1	chr17	81498844	81499752	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	ACTG1	distal_100kb	distal_context_peak
GSM9558423	H187	82619	chr17:81512438-81513337	chr17:81512438-81513337	ACTG1	chr17	81512438	81513337	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	ACTG1	gene_body_overlap	gene_body_peak
GSM9558423	H187	82620	chr17:81514583-81515377	chr17:81514583-81515377	ACTG1	chr17	81514583	81515377	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	ACTG1	gene_edge_2kb	gene_edge_peak
GSM9558423	H187	82621	chr17:81518705-81519630	chr17:81518705-81519630	ACTG1	chr17	81518705	81519630	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	ACTG1	proximal_10kb	proximal_peak
GSM9558423	H187	82622	chr17:81523481-81524231	chr17:81523481-81524231	ACTG1	chr17	81523481	81524231	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	ACTG1	distal_100kb	distal_context_peak
GSM9558423	H187	82623	chr17:81524363-81525044	chr17:81524363-81525044	ACTG1	chr17	81524363	81525044	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	ACTG1	distal_100kb	distal_context_peak
GSM9558423	H187	82624	chr17:81528451-81529379	chr17:81528451-81529379	ACTG1	chr17	81528451	81529379	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	ACTG1	distal_100kb	distal_context_peak
GSM9558423	H187	82625	chr17:81537279-81538153	chr17:81537279-81538153	ACTG1	chr17	81537279	81538153	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	ACTG1	distal_100kb	distal_context_peak
GSM9558423	H187	82626	chr17:81542997-81543869	chr17:81542997-81543869	ACTG1	chr17	81542997	81543869	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	ACTG1	distal_100kb	distal_context_peak
GSM9558423	H187	82627	chr17:81544197-81545034	chr17:81544197-81545034	ACTG1	chr17	81544197	81545034	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	ACTG1	distal_100kb	distal_context_peak
GSM9558423	H187	82628	chr17:81549007-81549889	chr17:81549007-81549889	ACTG1	chr17	81549007	81549889	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	ACTG1	distal_100kb	distal_context_peak
GSM9558423	H187	82629	chr17:81552086-81552933	chr17:81552086-81552933	ACTG1	chr17	81552086	81552933	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	ACTG1	distal_100kb	distal_context_peak
GSM9558423	H187	82630	chr17:81566042-81566942	chr17:81566042-81566942	ACTG1	chr17	81566042	81566942	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	ACTG1	distal_100kb	distal_context_peak
GSM9558423	H187	82631	chr17:81572256-81573140	chr17:81572256-81573140	ACTG1	chr17	81572256	81573140	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	ACTG1	distal_100kb	distal_context_peak
GSM9558423	H187	82632	chr17:81577545-81578443	chr17:81577545-81578443	ACTG1	chr17	81577545	81578443	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	ACTG1	distal_100kb	distal_context_peak
GSM9558423	H187	82633	chr17:81580306-81581047	chr17:81580306-81581047	ACTG1	chr17	81580306	81581047	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	ACTG1	distal_100kb	distal_context_peak
GSM9558423	H187	82634	chr17:81599849-81600622	chr17:81599849-81600622	ACTG1	chr17	81599849	81600622	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	ACTG1	distal_100kb	distal_context_peak
GSM9558423	H187	82635	chr17:81601258-81602159	chr17:81601258-81602159	ACTG1	chr17	81601258	81602159	medium	ConstructionBalance	Tier 4 screen-specific mechanism support	Peaks	ACTG1	distal_100kb	distal_context_peak
